Status,Category,Vendor Record Type,Vendor,Associated Prime Vendor,M/WBE Category,Woman Owned Business,Emerging Business,Agency,Expense Category,Contract ID,Parent Contract ID,Version Number,Contract type,Purpose,Industry, Current Amount , Original Amount ,Start date,End Date,Registration date,Received date,Award Method,APT PIN,PIN
Registered,Expense,Prime Vendor,EPAUL DYNAMICS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620231405627,,1,SUPPLIES/MATERIALS/EQUIPMENT,RUHL TECH FOLDING BOARDING LADDER  QMS 1007,Goods," $10,629.90 "," $10,629.90 ",9/23/2022,6/30/2023,9/23/2022,,SMALL PURCHASE - WRITTEN,,234710018
Registered,Expense,Prime Vendor,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,N/A,Non-M/WBE,No ,No ,Police Department,PROF SERV OTHER,CT105620238802068,,1,PROGRAMS,Police Management Institute,Human Services," $2,190,992.00 "," $2,190,992.00 ",9/1/2022,8/31/2025,9/22/2022,,REQUEST FOR  PROPOSAL (RFP),,05621P0001001
Registered,Expense,Prime Vendor,READY DATA INC,N/A,Hispanic American,Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620231403542,,1,SUPPLIES/MATERIALS/EQUIPMENT,AXIOM SOFTWARE RENEWAL  QMS 0794,Goods," $50,213.20 "," $50,213.20 ",8/8/2022,6/30/2023,9/22/2022,,SM PURCH GOODS SERVICES 100K,,236220105
Registered,Expense,Prime Vendor,MOHAWK LIFTS LLC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620231403543,,1,SUPPLIES/MATERIALS/EQUIPMENT,OPEN FRONT POWER SLIDE  QMS 588,Goods," $40,883.34 "," $40,883.34 ",9/13/2022,6/30/2023,9/22/2022,,SM PURCH GOODS SERVICES 100K,,234501001
Registered,Expense,Prime Vendor,PINA M INC,N/A,Women (Non-Minority),Yes,No ,Police Department,MEDICAL SURGICAL & LAB EQUIP,CT105620231403197,,1,SUPPLIES/MATERIALS/EQUIPMENT,TRUNARC HANDHELD NARCOTICS ANALYZER - 235640119,Goods," $79,846.40 "," $79,846.40 ",9/29/2022,6/30/2023,9/21/2022,,SM PURCH GOODS SERVICES 100K,,235640119
Registered,Expense,Prime Vendor,Dataminr  Inc.,N/A,Non-M/WBE,No ,No ,Police Department,DATA PROCESSING SUPPLIES,CT105620238802083,,1,SUPPLIES/MATERIALS/EQUIPMENT,Purchase of DATAMINR Licenses,Goods," $3,800,000.00 "," $3,800,000.00 ",7/1/2022,6/30/2023,9/19/2022,,INTERGOVERNMENTAL PROCUREMENT,,05623O0002001
Registered,Expense,Prime Vendor,CHARDONAS KEY LOCK SERVICE INC,N/A,Hispanic American,No ,No ,Police Department,MAINTENANCE SUPPLIES,CT105620231402943,,1,SUPPLIES/MATERIALS/EQUIPMENT,LOCKSMITH SUPPLIES  QMS 0795,Goods," $99,999.25 "," $99,999.25 ",9/20/2022,6/30/2023,9/19/2022,,SM PURCH GOODS SERVICES 100K,,23-5390014
Registered,Expense,Prime Vendor,FFF ENTERPRISES INC,N/A,Non-M/WBE,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620238803093,,1,SUPPLIES/MATERIALS/EQUIPMENT,Flu Vaccines for NYPD,Goods," $80,028.00 "," $80,028.00 ",7/1/2022,6/30/2023,9/17/2022,,INTERGOVERNMENTAL PROCUREMENT,,05623O0003001
Registered,Expense,Prime Vendor,VANTAGE BURGLAR ALARM CORP.,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231403046,,1,REQUIREMENTS,Security System Maintenance,Not Classified," $4,800.00 "," $4,800.00 ",1/27/2023,6/30/2023,9/15/2022,,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,056201111S155,056201111S155
Registered,Expense,Prime Vendor,INTELLISEAL  INC.,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231401336,,1,WORK/LABOR,SERVICE HEAT SEALERS   QMS 580,Goods," $25,985.00 "," $25,985.00 ",8/29/2022,6/30/2023,9/15/2022,,SM PURCH GOODS SERVICES 100K,,235640003
Registered,Expense,Prime Vendor,HUNTS POINT COLLISION INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620231401846,,1,WORK/LABOR,AUTOBODY REPAIRS IN THE BORO OF THE BRONX,Goods," $100,000.00 "," $100,000.00 ",9/29/2022,6/30/2023,9/14/2022,,SM PURCH GOODS SERVICES 100K,,235703039
Registered,Expense,Prime Vendor,RAJ SOMAS,N/A,Asian American,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620231403436,,1,SUPPLIES/MATERIALS/EQUIPMENT,236220146 GRAYKEY PREMIER MOBILE LICENSE RENEWAL,Goods," $77,500.00 "," $77,500.00 ",9/23/2022,6/30/2023,9/14/2022,,SM PURCH GOODS SERVICES 100K,,236220146
Registered,Expense,Prime Vendor,THE CESSPOOL MAN INC,N/A,Non-M/WBE,No ,No ,Police Department,CLEANING SERVICES,CT105620231401591,,1,REQUIREMENTS-SERVICES,SERVICE FOR WASTE REMOVAL  QMS 610,Goods," $100,000.00 "," $100,000.00 ",8/5/2022,6/30/2023,9/13/2022,,SM PURCH GOODS SERVICES 100K,,233660001
Registered,Expense,Prime Vendor,ELITE ACTION EXTINGUISHER EQUIPMENT & SERVICE  INC.,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620231400946,,1,WORK/LABOR,SEMI ANNUAL INSPECTION AND REPAIRS  FIRE SUPPRESSION SYSTEMS,Goods," $100,000.00 "," $100,000.00 ",9/16/2022,6/30/2023,9/13/2022,,SM PURCH GOODS SERVICES 100K,,235703047
Registered,Expense,Prime Vendor,UNIVERSAL TEMPERATURE CONTROLS  LTD.,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620231401486,,1,SUPPLIES/MATERIALS/EQUIPMENT,RQC1-233660005 SERVICE CONTRACT FOR BUILDING AUTOMATION SYST,Goods," $99,900.00 "," $99,900.00 ",8/25/2022,6/30/2023,9/13/2022,,SM PURCH GOODS SERVICES 100K,,233660005
Registered,Expense,Prime Vendor,GIANCO ENVIRONMENTAL SERVICES INC,N/A,Women (Non-Minority),Yes,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231400962,,1,WORK/LABOR,FLAMMABLE WASTE SERVICES  QMS 577,Goods," $55,580.00 "," $55,580.00 ",8/28/2022,6/30/2023,9/12/2022,,SM PURCH GOODS SERVICES 100K,,235640007
Registered,Expense,Prime Vendor,THOMPSON DOOR LLC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620231402072,,1,REQUIREMENTS-SERVICES,REPAIR REPLACE AND MAINTAIN OVERHEAD GARAGE DOORS UNIT,Goods," $100,000.00 "," $100,000.00 ",7/26/2022,6/30/2023,9/12/2022,,SM PURCH GOODS SERVICES 100K,,233660045
Registered,Expense,Prime Vendor,JEOL USA INCORPORATED,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231403766,,1,WORK/LABOR,235640031  SERVICE JEOL SEM,Not Classified," $21,055.27 "," $21,055.27 ",8/30/2022,6/30/2023,9/12/2022,,SMALL PURCHASE - WRITTEN,,235640031
Registered,Expense,Prime Vendor,SLADE INDUSTRIES INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620231402120,,1,WORK/LABOR,MAINTENANCE & SERVICE REPAIR FOR ELEVATORS  QMS 0694,Goods," $100,000.00 "," $100,000.00 ",8/3/2022,6/30/2023,9/9/2022,,SM PURCH GOODS SERVICES 100K,,233660008
Registered,Expense,Prime Vendor,ART TO FRAMES INC,N/A,Non-M/WBE,No ,No ,Police Department,MISCELLANEOUS AWARDS,CT105620231402476,,1,SUPPLIES/MATERIALS/EQUIPMENT,PLAQUES FOR NYPD PERSONNEL BUREAU #233750024,Goods," $31,520.00 "," $31,520.00 ",9/9/2022,6/30/2023,9/9/2022,,SM PURCH GOODS SERVICES 100K,,233750024
Registered,Expense,Prime Vendor,SUNSET PARK STAR WASH LLC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620231401411,,1,WORK/LABOR,CAR WASH SERVICES FOR NYPD-1PP,Not Classified," $45,000.00 "," $45,000.00 ",7/1/2022,6/30/2023,9/9/2022,,SM PURCH GOODS SERVICES 100K,,231330633
Registered,Expense,Prime Vendor,CHATA CONSTRUCTION CO INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620238802880,,1,WORK/LABOR,Masonry  Brick  Concrete & Caulking of windows & Door at NYP,Standardized Services," $240,000.00 "," $240,000.00 ",7/10/2021,7/9/2022,9/9/2022,,RENEWAL OF CONTRACT,,05618B8231KXLR001
Registered,Expense,Prime Vendor,METTLER TOLEDO INTERNATIONAL INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231401338,,1,WORK/LABOR,ANNUAL CALIBRATION LAB BALANCES  QMS 571,Goods," $27,394.00 "," $27,394.00 ",8/29/2022,6/30/2023,9/9/2022,,SM PURCH GOODS SERVICES 100K,,235640005
Registered,Expense,Prime Vendor,PINA M INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620230001141,,1,SUPPLIES/MATERIALS/EQUIPMENT,GENTEX OPS. CORE FAST HI CUT HELMET  QMS 0004,Goods," $38,323.50 "," $38,323.50 ",7/1/2022,6/30/2023,9/9/2022,,SM PURCH GOODS SERVICES 100K,,234710001
Registered,Expense,Prime Vendor,PHOTO TECH REPAIR SERVICE INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231403707,,1,WORK/LABOR,SERVICE/REPAIR CAMERAS  LENSES  FLASHES  QMS 0900,Goods," $15,000.00 "," $15,000.00 ",9/7/2022,6/30/2023,9/8/2022,,SMALL PURCHASE - WRITTEN,,235680005
Registered,Expense,Prime Vendor,SNAPPY SOLUTIONS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620231404486,,1,SUPPLIES/MATERIALS/EQUIPMENT,PORTABLE HAILING SYSTEM FOR NYPD- PSB,Goods," $20,839.40 "," $20,839.40 ",9/7/2022,6/30/2023,9/8/2022,,SMALL PURCHASE - INTERGOV'T,,231310022
Registered,Expense,Prime Vendor,ALLBORO WATER & SEWER CORP.,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & OPER OF INFRASTRUCTURE,CT105620231401671,,1,REQUIREMENTS-SERVICES,CONTRACT FOR WATER MAIN REPAIRS & REPLACEMENT  QMS 0692,Goods," $100,000.00 "," $100,000.00 ",8/8/2022,6/30/2023,9/6/2022,,SM PURCH GOODS SERVICES 100K,,233660002
Registered,Expense,Prime Vendor,THERMO SCIENTIFIC PORTABLE ANALYTICAL INSTRUMENTS INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231403706,,1,WORK/LABOR,WARRANTY RENEWAL AND SUPPORT  QMS 0875,Goods," $18,543.30 "," $18,543.30 ",9/6/2022,6/30/2023,9/6/2022,,SMALL PURCHASE - WRITTEN,,235640026
Registered,Expense,Prime Vendor,FINESSE CREATIONS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620231402807,,1,SUPPLIES/MATERIALS/EQUIPMENT,COMPOSITE PVC CARDS  QMS 602,Goods," $30,000.00 "," $30,000.00 ",9/1/2022,6/30/2023,9/2/2022,,SM PURCH GOODS SERVICES 100K,,233570003
Registered,Expense,Prime Vendor,CORNELL UNIVERSITY,N/A,Non-M/WBE,No ,No ,Police Department,TRAINING PRGM CITY EMPLOYEES,CT105620238800915,,1,WORK/LABOR,First Renewal Contract for EEO Investigations Training,Standardized Services," $99,000.00 "," $99,000.00 ",2/4/2021,2/3/2023,9/2/2022,,RENEWAL OF CONTRACT,,05620U8151KXLR001
Registered,Expense,Prime Vendor,BUSINESS RELOCATION SERVICES INC,N/A,Hispanic American,No ,No ,Police Department,OTHR SERV AND CHRGS-GENERAL,CT105620231400871,,1,WORK/LABOR,MOVING SERVICES CONTRACT FOR ALL FIVE BOROUGHS  QMS 0184,Goods," $100,000.00 "," $100,000.00 ",7/1/2022,6/30/2023,9/2/2022,,SM PURCH GOODS SERVICES 100K,,233650028
Registered,Expense,Prime Vendor,CEN-MED ENTERPRISES INC,N/A,Asian American,Yes,No ,Police Department,TRAINING PRGM CITY EMPLOYEES,CT105620231403961,,1,WORK/LABOR,235640132   ESSENTIAL RIDGEOLOGY CONCEPTS TRAINING,Not Classified," $14,150.00 "," $14,150.00 ",9/2/2022,6/30/2023,9/2/2022,,SMALL PURCHASE - WRITTEN,,235640132
Registered,Expense,Prime Vendor,PKI SOLUTIONS INC,N/A,Non-M/WBE,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620231402568,,1,WORK/LABOR,ANNUAL PKI SUPPORT SERVICES AGREEMENT FOR PKI SUBJECT MATTER,Goods," $40,000.00 "," $40,000.00 ",6/3/2022,6/30/2023,9/1/2022,,SM PURCH GOODS SERVICES 100K,,236220071
Registered,Expense,Prime Vendor,EASTERN HORIZON CORP,N/A,Black American,No ,No ,Police Department,MEDICAL SURGICAL & LAB SUPPLY,CT105620231402566,,1,SUPPLIES/MATERIALS/EQUIPMENT,235640108  PRINTED PLASTIC ROLLS,Goods," $33,750.00 "," $33,750.00 ",9/9/2022,6/30/2023,8/31/2022,,SM PURCH GOODS SERVICES 100K,,235640108
Registered,Expense,Prime Vendor,BARCLAY WATER MGMT INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620231401128,,1,WORK/LABOR,235390003- COOLING TOWER CLEANING/CHEMICAL,Goods," $99,999.00 "," $99,999.00 ",9/1/2022,6/30/2023,8/31/2022,,SM PURCH GOODS SERVICES 100K,,23-5390003
Registered,Expense,Prime Vendor,AAAA Long Island Waste Oil  Inc.,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620231400286,,1,REQUIREMENTS-SERVICES,WASTE MANAGEMENT SERVICES FOR AUTOMOTIVE FUEL & OIL  QMS 392,Goods," $55,000.00 "," $55,000.00 ",7/1/2022,6/30/2023,8/31/2022,,SM PURCH GOODS SERVICES 100K,,235703050
Registered,Expense,Prime Vendor,JONAHS ENTERPRISES INC,N/A,Hispanic American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620231404036,,1,SUPPLIES/MATERIALS/EQUIPMENT,ARMORSKIN SUSPENSION SYSTEM FOR NYPD-CTB QMS#0829,Goods," $11,718.00 "," $11,718.00 ",8/30/2022,6/30/2023,8/31/2022,,SMALL PURCHASE - WRITTEN,,233951019
Registered,Expense,Prime Vendor,COMPULINK TECHNOLOGIES INC,N/A,Hispanic American,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE  DATA PROCESSING SUPPLIES,CT105620238803170,,1,WORK/LABOR,GOANYWHERE GATEWAY LICENSE & MAINT,Professional Services," $269,016.58 "," $269,016.58 ",7/1/2022,6/30/2025,8/30/2022,,MWBE PURCHASE - NOT EXCEEDING $500K,,05622W0018001
Registered,Expense,Prime Vendor,CLEARVIEW DATA SYSTEMS INC,N/A,Non-M/WBE,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620238802817,,1,WORK/LABOR,Renewal of Clearview Data Systems/ Dataworks Photomanager K,Professional Services," $1,519,206.10 "," $1,519,206.10 ",7/1/2022,6/30/2024,8/25/2022,,INTERGOVERNMENTAL PROCUREMENT RENEWAL,,05622O0017001
Registered,Expense,Prime Vendor,CENTRAL AMUSEMENT INTERNATIONAL INC,N/A,Non-M/WBE,No ,No ,Police Department,EDUCATION & REC FOR YOUTH PRGM,CT105620231402031,,1,SUPPLIES/MATERIALS/EQUIPMENT,AMUSEMENT PARK TICKETS  QMS 302,Goods," $59,200.00 "," $59,200.00 ",8/2/2022,6/30/2023,8/24/2022,,SM PURCH GOODS SERVICES 100K,,231680003
Registered,Expense,Prime Vendor,Salsa Professional Apparel LLC,N/A,Hispanic American,Yes,No ,Police Department,MISCELLANEOUS AWARDS,CT105620231403496,,1,SUPPLIES/MATERIALS/EQUIPMENT,GOLD TONE METAL FRAMES  QMS 0230,Goods," $24,675.00 "," $24,675.00 ",8/22/2022,6/30/2023,8/23/2022,,SMALL PURCHASE - WRITTEN,,233750019
Registered,Expense,Prime Vendor,MORRELL INSTRUMENT CO INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231403196,,2,WORK/LABOR,235640004  SERVICE STEREOMICROSCOPES,Not Classified," $9,650.00 "," $9,650.00 ",9/22/2022,6/30/2023,8/22/2022,,SMALL PURCHASE - WRITTEN,,235640004
Registered,Expense,Prime Vendor,PPE SALES LLC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231402717,,1,WORK/LABOR,Annual Maintenance and Repair Service for Heat Sealers.,Not Classified," $10,200.00 "," $10,200.00 ",7/29/2022,6/30/2023,8/19/2022,,SMALL PURCHASE - WRITTEN,,235640008
Registered,Expense,Prime Vendor,ARBILL INDUSTRIES  INC.,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620231403019,,1,SUPPLIES/MATERIALS/EQUIPMENT,ANSELL MICROCHEM 4000 SUITS FOR NYPD-COUNTERTERRORISM BUREAU,Goods," $19,810.50 "," $19,810.50 ",8/16/2022,6/30/2023,8/18/2022,,SMALL PURCHASE - WRITTEN,,233951008
Registered,Expense,Prime Vendor,APPLIED FORENSICS  LLC,N/A,Non-M/WBE,No ,No ,Police Department,PROF SERV OTHER,CT105620231402821,,1,SUPPLIES/MATERIALS/EQUIPMENT,235640100  Review of the Questioned Document Unit of Lab.,Goods," $24,000.00 "," $24,000.00 ",8/17/2022,6/30/2023,8/18/2022,,SMALL PURCHASE - WRITTEN,,235640100
Registered,Expense,Prime Vendor,RAJ SOMAS,N/A,Asian American,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,CT105620231403016,,1,SUPPLIES/MATERIALS/EQUIPMENT,236220110 CELLEBRITE BLACKLIGHT FORENSIC ANALYSIS RENEWAL,Goods," $15,789.00 "," $15,789.00 ",8/16/2022,6/30/2023,8/18/2022,,SMALL PURCHASE - WRITTEN,,236220110
Registered,Expense,Prime Vendor,UNITED INSIGNIA COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620231400212,,1,WORK/LABOR,REPAIR OF DEPARTMENT SHIELDS  QMS 0050,Goods," $100,000.00 "," $100,000.00 ",7/7/2022,6/30/2023,8/17/2022,,SM PURCH GOODS SERVICES 100K,,233750014
Registered,Expense,Prime Vendor,FINESSE CREATIONS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,MEDICAL SURGICAL & LAB EQUIP,CT105620231402461,,1,SUPPLIES/MATERIALS/EQUIPMENT,TRACE UNIT EXAMINATION EQUIPMENT  QMS 0660,Goods," $11,292.00 "," $11,292.00 ",8/10/2022,6/30/2023,8/15/2022,,SMALL PURCHASE - WRITTEN,,235640111
Registered,Expense,Prime Vendor,ALPERTS NEWSPAPER DELIVERY SERVICE,N/A,Non-M/WBE,No ,No ,Police Department,BOOKS-OTHER,CT105620231400211,,1,SUPPLIES/MATERIALS/EQUIPMENT,NEWSPAPER  MAGAZINE  ONLINE SUBSCRIPTION DELIVERY  QMS 0042,Goods," $33,324.20 "," $33,324.20 ",7/7/2022,6/30/2023,8/10/2022,,SM PURCH GOODS SERVICES 100K,,235240001
Registered,Expense,Prime Vendor,EDWARD JAMES SMULLEN,N/A,Non-M/WBE,No ,No ,Police Department,OTHR SERV AND CHRGS-GENERAL,CT105620238800600,,1,WORK/LABOR,Care for Retirement of Patrol Horses,Not Classified," $821,307.00 "," $821,307.00 ",1/4/2022,1/3/2027,8/10/2022,,RENEWAL OF CONTRACT,,05618X8008KXLR001
Registered,Expense,Prime Vendor,STRESSCON CONSTRUCTION INC,N/A,Black American,No ,No ,Police Department,CONSTRUCTION-BUILDINGS,CT105620228808346,,1,CONSTRUCTION,Install Loading Deck for Compactor,Construction Services," $261,770.00 "," $261,770.00 ",8/1/2022,7/31/2023,8/10/2022,,MWBE PURCHASE - NOT EXCEEDING $500K,,05622W0025001
Registered,Expense,Prime Vendor,NORITSU AMERICA CORP,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP GENERAL,CT105620231402596,,1,WORK/LABOR,MAINTENANCE AGREEMENT FOR SCANNERS QMS 374,Goods," $21,534.00 "," $21,534.00 ",7/1/2022,6/30/2023,8/9/2022,,SMALL PURCHASE - WRITTEN,,232030033
Registered,Expense,Prime Vendor,W&E BAUM BRONZE TABLET CORP,N/A,Non-M/WBE,No ,No ,Police Department,MISCELLANEOUS AWARDS,CT105620231401231,,1,SUPPLIES/MATERIALS/EQUIPMENT,MEDALS & PLAQUES FOR NYPD PERSONNEL BUREAU,Goods," $100,000.00 "," $100,000.00 ",7/1/2022,6/30/2023,8/9/2022,,SM PURCH GOODS SERVICES 100K,,233750017
Registered,Expense,Prime Vendor,ACCORD BUS LLC,N/A,Non-M/WBE,No ,No ,Police Department,TRANSPORTATION EXPENDITURES,CT105620231402026,,1,WORK/LABOR,BUS TRANSPORTATION  QMS 319,Goods," $42,050.00 "," $42,050.00 ",8/2/2022,6/30/2023,8/8/2022,,SM PURCH GOODS SERVICES 100K,,231680004
Registered,Expense,Prime Vendor,A TO Z AUTOMOTIVE INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620230000841,,2,WORK/LABOR,INCREASE PURCHASE ORDER  QMS 0211,Goods," $65,000.00 "," $65,000.00 ",7/1/2022,6/30/2023,8/5/2022,,SM PURCH GOODS SERVICES 100K,,235703029
Registered,Expense,Prime Vendor,CRAIC TECHNOLOGIES INC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231401715,,1,SUPPLIES/MATERIALS/EQUIPMENT,GOLD SERVICE PLAN  QMS 576,Goods," $24,610.00 "," $24,610.00 ",8/3/2022,6/30/2023,8/4/2022,,SMALL PURCHASE - WRITTEN,,235640014
Registered,Expense,Prime Vendor,CARL ZEISS MICROSCOPY LLC,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL,CT105620231401531,,1,WORK/LABOR,235640015  SERVICE CONTRACT,Not Classified," $14,416.08 "," $14,416.08 ",7/22/2022,6/30/2023,8/3/2022,,SMALL PURCHASE - WRITTEN,,235640015
Registered,Expense,Prime Vendor,IDESCO CORPORATION,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620231400016,,1,SUPPLIES/MATERIALS/EQUIPMENT,I.D & RECRUIT CARDS FOR NYPD-SHIELD DESK #233750011,Goods," $100,000.00 "," $100,000.00 ",7/5/2022,6/30/2023,8/2/2022,,SM PURCH GOODS SERVICES 100K,,233750011
Registered,Expense,Prime Vendor,PINA M INC,N/A,Women (Non-Minority),Yes,No ,Police Department,PURCH DATA PROCESSING EQUIPT,CT105620231400873,,1,SUPPLIES/MATERIALS/EQUIPMENT,Dell Precision 3260 Compact - CFF CTO Base  QMS 0344,Goods," $49,580.00 "," $49,580.00 ",7/15/2022,6/30/2023,8/2/2022,,SM PURCH GOODS SERVICES 100K,,226220053
Registered,Expense,Prime Vendor,CHESTNUT VALE FEED INC,N/A,Non-M/WBE,No ,No ,Police Department,FOOD & FORAGE SUPPLIES,CT105620230001036,,1,SUPPLIES/MATERIALS/EQUIPMENT,PURINA ANIMAL FEED FOR NYPD-MOUNTED UNIT #234200001,Goods," $48,740.00 "," $48,740.00 ",7/1/2022,6/30/2023,8/1/2022,,SM PURCH GOODS SERVICES 100K,,234200001
Registered,Expense,Prime Vendor,ROSHERY LTD,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620230001098,,2,WORK/LABOR,INCREASE PURCHASE ORDER  QMS 0213,Goods," $65,000.00 "," $65,000.00 ",7/1/2022,6/30/2023,7/27/2022,,SM PURCH GOODS SERVICES 100K,,235703030
Registered,Expense,Prime Vendor,T&D AUTO REPAIR INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620230001099,,2,WORK/LABOR,GENERAL AUTOMOTIVE REPAIRS WITHIN THE BORO OF BROOKLYN,Goods," $55,000.00 "," $55,000.00 ",7/1/2022,6/30/2023,7/27/2022,,SM PURCH GOODS SERVICES 100K,,235703031
Registered,Expense,Prime Vendor,MCCOYS UPHOLSTERY GROUP,N/A,Non-M/WBE,No ,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620230001097,,2,WORK/LABOR,VEHICLE SEAT REPAIRS WITHIN THE FIVE BOROS,Goods," $40,000.00 "," $40,000.00 ",7/1/2022,6/30/2023,7/22/2022,,SM PURCH GOODS SERVICES 100K,,235703032
Registered,Expense,Prime Vendor,SPREAD INFORMATION SCIENCESINC,N/A,Asian American,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620231401156,,1,SUPPLIES/MATERIALS/EQUIPMENT,NEW-DUO PUMP  QMS 420,Goods," $12,899.95 "," $12,899.95 ",7/22/2022,6/30/2023,7/22/2022,,SMALL PURCHASE - WRITTEN,,235640102
Registered,Expense,Prime Vendor,ROCO RESCUE INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,CT105620231401396,,1,SUPPLIES/MATERIALS/EQUIPMENT,RESCUE SUPPLIES  QMS 425,Goods," $24,768.58 "," $24,768.58 ",7/22/2022,6/30/2023,7/22/2022,,SMALL PURCHASE - WRITTEN,,234501012A
Registered,Expense,Prime Vendor,FACTORY SYSTEMS INSTALLER INC,N/A,Women (Non-Minority),Yes,No ,Police Department,MAINT & REP MOTOR VEH EQUIP,CT105620230001100,,1,WORK/LABOR,PAINT SERVICES FOR NYPD FLEET SERVICES DIVISION,Goods," $50,000.00 "," $50,000.00 ",7/1/2022,6/30/2023,7/22/2022,,SM PURCH GOODS SERVICES 100K,,235703033
Registered,Expense,Prime Vendor,AXON ENTERPRISE INC,N/A,Non-M/WBE,No ,No ,Police Department,OTHR SERV AND CHRGS-GENERAL,CT105620228808110,,2,REQUIREMENTS-SERVICES,Body Camera System Continuation of System,Professional Services," $45,781,287.68 "," $45,781,287.68 ",2/21/2022,2/20/2025,7/21/2022,,RENEWAL OF CONTRACT,,05622X8001KXLR001
Registered,Expense,Prime Vendor,STAR POLY BAG INC,N/A,Women (Non-Minority),Yes,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,CT105620230001143,,1,SUPPLIES/MATERIALS/EQUIPMENT,SECURITY BAGS  QMS,Goods," $99,044.00 "," $99,044.00 ",7/1/2022,6/30/2023,7/19/2022,,SM PURCH GOODS SERVICES 100K,,235090011
Registered,Expense,Prime Vendor,FINESSE CREATIONS INC,N/A,Women (Non-Minority),Yes,No ,Police Department,EQUIPMENT GENERAL,CT105620230001351,,1,SUPPLIES/MATERIALS/EQUIPMENT,FID POLICE CRIME LAB- Deliver to LT PUIG/ BERNA QMS 0151,Goods," $57,700.00 "," $57,700.00 ",7/1/2022,6/30/2023,7/19/2022,,SM PURCH GOODS SERVICES 100K,,236210001
